ID,Sentences,niveau1,niveau2,niveau3,combined_labels,Sentences_clean
948,"Si votre mari est sorti de cet épisode ""grippal"", il n'est plus contagieux.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,si mari sorti cet épisode grippal plus contagieux
416,"J’ai 29 ans, en surpoids de 20 kg, fumeur (20 cig/jour) et assez sédentaire , mon médecin traitant, vu que j’ai de nombreux cas de problèmes cardiaques dans ma famille a un jour décider de m’envoyer chez un cardiologue.",partage_experience,symptome,non,partage_experience_symptome_non,NUM an surpoids NUM kg fumeur NUM cig jour assez sédentaire médecin traitant vu nombreux ca problèmes cardiaques famille a jour décider envoyer cardiologue
607,"Du coup j'ai lancé une petite recherche sur google et là, stupefaction, cet effet secondaire est mentionné sur plusieurs sites parlant de PPC dont le site d'un orl!!!!",partage_experience,diagnostique,positif,partage_experience_diagnostique_positif,coup lancé petite recherche google là stupefaction cet effet secondaire mentionné plusieurs site parlant ppc dont site orl
260,"L'ennui c'est que c'est de l'apnée du sommeil quand même, il y en a 3 sortes renseigne toi c'est assez simple et claire.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,ennui apnée sommeil quand a NUM sortes renseigne assez simple claire
873,A-t-on plus de risques de complications si on l'attrape?,recherche_information,diagnostique,non,recherche_information_diagnostique_non,a plus risques complication si attrape
181,Vous utilisez quel type de masque ?,recherche_information,traitement,non,recherche_information_traitement_non,utilisez quel type masque
285,Tu demandes a ton medecin generaliste une aide pour voir un pneumologue et ensuite t'auras des aides pour avoir des testes de sommeil.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,demandes a medecin generaliste aide voir pneumologue ensuite aide avoir testis sommeil
179,Bonsoir :),fonction_phatique,NA_CATEGORY,non,fonction_phatique_NA_CATEGORY_non,bonsoir EMOJI SMILE
612,Ou qui s'y connait bien en la matière...,recherche_information,diagnostique,non,recherche_information_diagnostique_non,connait bien matière
794,"Comme dit Marie, il ne faut pas s'inquiéter pour le test de sommeil.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,comme dit marie faut pa inquiéter test sommeil
619,"Aussi, fréquentant beaucoup les sites de PPC aux USA, c'est un sujet très peu rapporté.",partage_experience,traitement,non,partage_experience_traitement_non,aussi fréquentant beaucoup site ppc usa sujet très peu rapporté
71,"Salut, j' ai le meme probleme depuis des années, j'ai consulte mon medecin qui m'a envoyé vers un spécialiste du sommeil.",partage_experience,traitement,non,partage_experience_traitement_non,salut meme probleme depuis années consulte medecin a envoyé vers spécialiste sommeil
655,j'ai du m'arrèter de travailler (retraitée en activité 2 jours/semaine) je n'en peux plus,partage_experience,traitement,negatif,partage_experience_traitement_negatif,arrèter travailler retraitée activité NUM jours semaine peux plus
657,As tu essayé avec l'ajout d'un humidificateur sur la PPC?,recherche_information,traitement,non,recherche_information_traitement_non,a essayé ajout humidificateur ppc
846,Ma maman a été opérée mardi dernier d'un cancer du sein.,partage_experience,symptome,non,partage_experience_symptome_non,maman a opérée mardi dernier cancer sein
640,"Il a fini par me faire une lettre à donner au pneumologue car j'ai un peu les nerfs qui ont lâché devant lui (la honte...), car je suis vraiment très fatiguée, je dors très mal (je suis insomniaque), n'arrive pas à dormir plus de 3h d'affilées mais pour lui c'est du à mon stress...",partage_experience,symptome,negatif,partage_experience_symptome_negatif,a fini faire lettre donner pneumologue peu nerfs lâché devant honte vraiment très fatiguée dors très mal insomniaque arrive pa dormir plus NUM h affilées stress
82,"par contre, je ne fume pas, ne boit pas d'alcool.",partage_experience,symptome,non,partage_experience_symptome_non,contre fume pa boit pa alcool
378,"Une nuit en clinique, branchée.",partage_experience,traitement,non,partage_experience_traitement_non,nuit clinique branchée
754,Pourrais-ce être de l'apnée du sommeil?,recherche_information,diagnostique,non,recherche_information_diagnostique_non,pourrais être apnée sommeil
444,"mon prestataire m'a lors donné un masque faciale , c'est nettement mieux.",partage_experience,traitement,positif,partage_experience_traitement_positif,prestataire a lors donné masque faciale nettement mieux
867,"Mais celle-ci étant terminée depuis près de 2 mois, ces défenses sont certainement revenues à la normale, ce d'autant que la curiethérapie ne les perturbe pas et qu'à 32 ans, vos capacités de récupération sont optimales.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,celle ci terminée depuis près NUM mois défenses certainement revenue normale autant curiethérapie perturbe pa NUM an capacités récupération optimales
703,"je n'ai pas pris ma température car j'ai aps de thermo, mais je pense que j'ai de la fièvre à ce moment là.",partage_experience,symptome,non,partage_experience_symptome_non,pa pris température aps thermo pense fièvre moment là
544,Je voulais savoir si vous aviez trouvé une solution et si vous aviez recueilli des témoignages?,recherche_information,diagnostique,non,recherche_information_diagnostique_non,voulais savoir si trouvé solution si recueilli témoignages
209,"Ils pensent peut-être que c'est dû à mes soucis de santé que j'ai eu à la naissance (je suis né par le siège, j'ai eu une hypoxie du cerveau à la naissance, et je prends un traitement hormonal substitutif pour vivre normalement).",partage_experience,traitement,non,partage_experience_traitement_non,pensent peut être dû soucis santé naissance né siège hypoxie cerveau naissance prends traitement hormonal substitutif vivre normalement
327,Vous arrivez à vous endormir avec le masque ?,recherche_information,traitement,non,recherche_information_traitement_non,arrivez endormir masque
387,Avez-vous essayé le lit incliné (ou lit égyptien) ?,recherche_information,traitement,non,recherche_information_traitement_non,essayé lit incliné lit égyptien
407,"Même si sa date un peu, je voulais juste vous dire que moi même faisant de l'apnée du sommeil, mon médecin m'avais dit que si j'en faisais de jour (éveillé) c'est que la cause était cérébral ;)",partage_experience,diagnostique,non,partage_experience_diagnostique_non,si date peu voulais juste dire faisant apnée sommeil médecin dit si faisais jour éveillé cause cérébral EMOJI WINK
432,je suis moi même appareillée depuis 3 ans.,partage_experience,symptome,non,partage_experience_symptome_non,appareillée depuis NUM an
77,"Moi ça va m'arrive beaucoup moins souvent, et qd ça m'arrive, c a chaque fois pendant une période ou je vai justement etre en manque de sommeil, de stress, ou je fume trop sans faire de sport.",partage_experience,symptome,non,partage_experience_symptome_non,va arrive beaucoup moins souvent qd arrive a chaque fois pendant période vai justement etre manque sommeil stress fume trop faire sport
831,"Quant aux contacts avec les soignants, ceux-ci font de leur mieux pour ne pas être eux-mêmes vecteurs du virus.",partage_experience,traitement,non,partage_experience_traitement_non,quant contact soignants ci font mieux pa être mêmes vecteurs virus
146,Il m'a conseillée de dormir sur le côté et non sur le dos parce que je fais encore des apnées importantes.,partage_experience,traitement,non,partage_experience_traitement_non,a conseillée dormir côté non do parce fais encore apnées importantes
923,J'espère que ce n'est pas le cas.,fonction_phatique,NA_CATEGORY,non,fonction_phatique_NA_CATEGORY_non,espère pa ca
243,"je rejoind l'avis d'aller consulter un neurologue, ça me fait un peu penser à une forme ""light"" de la narco",partage_experience,diagnostique,non,partage_experience_diagnostique_non,rejoind avis aller consulter neurologue fait peu penser forme light narco
150,"Et comme je retire mon masque pendant que je dors, le lendemain, je suis crevée mais à un point !",partage_experience,symptome,negatif,partage_experience_symptome_negatif,comme retire masque pendant dors lendemain crevée point
841,"Dès lors que votre père n'a pas été en contact direct avec une personne diagnostiquée positive pour le coronavirus, il n'y a pas lieu de lui faire le test.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,dès lors père a pa contact direct personne diagnostiquée positive coronavirus a pa lieu faire test
515,Rester dans l'incertitude est très difficile pour les parents...,partage_experience,symptome,negatif,partage_experience_symptome_negatif,rester incertitude très difficile parent
102,"Au début cela allait très bien, mais cette sensation d’étouffement à l’endormissement est réapparue, c’est très désagréable car on a l’impression que l’on va mourir.",partage_experience,symptome,negatif,partage_experience_symptome_negatif,début cela allait très bien cette sensation étouffement endormissement réapparue très désagréable a impression va mourir
233,croyez moi c'est ennuyeux ...,partage_experience,symptome,negatif,partage_experience_symptome_negatif,croyez ennuyeux
344,J’ai enregistré des balados que j'ai trouvé sur passeport santé.net,partage_experience,traitement,non,partage_experience_traitement_non,enregistré balados trouvé passeport santé net
911,"Une précision cependant : les défenses immunitaires de votre fils peuvent n'être que faiblement diminuées malgré la chimio auquel cas, son risque serait faible.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,précision cependant défenses immunitaires fils peuvent être faiblement diminuées malgré chimio auquel ca risque faible
441,"comme toi , j'ai un nombre elevé d'apnées et hypopnées 83/heures.",partage_experience,symptome,non,partage_experience_symptome_non,comme nombre elevé apnées hypopnées NUM heures
748,Ce sont également les symptômes suivant qui m'ont fait penser à un potentiel problème d'ADS:,partage_experience,symptome,non,partage_experience_symptome_non,également symptômes suivant fait penser potentiel problème ad
677,"Merci de me faire part de votre experience et de me dire si vous aussi vous ressentez une gêne plus ou moins forte, durant la journée, au niveau des poumons.",recherche_information,symptome,non,recherche_information_symptome_non,merci faire part experience dire si aussi ressentez gêne plus moins forte durant journée niveau poumons
520,Les résultats ont révélé 17 apnée par heure.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,résultats révélé NUM apnée heure
347,"Pour ce qui est de votre arrêt de travail, ne vous est-il pas possible de le faire prolonger un peu ?",recherche_information,traitement,non,recherche_information_traitement_non,arrêt travail pa possible faire prolonger peu
902,"Merci, bien à vous.",fonction_phatique,NA_CATEGORY,non,fonction_phatique_NA_CATEGORY_non,merci bien
929,à partir de quels moments dois je contacter mon médecin dès que j'ai plus de 38 de fièvre ?,recherche_information,traitement,non,recherche_information_traitement_non,partir quels moment doi contacter médecin dès plus NUM fièvre
485,(mâchoire inversée : cause de l'apnée de sommeil).,partage_experience,diagnostique,non,partage_experience_diagnostique_non,mâchoire inversée cause apnée sommeil
561,Cela vient peut-être d'autre chose.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,cela vient peut être autre chose
504,Aujourd'hui j'ai vu l'orl pour parler des résultats du test ...,partage_experience,traitement,non,partage_experience_traitement_non,aujourd hui vu orl parler résultats test
140,Bien sûr qu'il faut utiliser l'humidificateur....,partage_experience,traitement,non,partage_experience_traitement_non,bien sûr faut utiliser humidificateur
664,J'en suis à 2mm de propulsion depuis le début.,partage_experience,symptome,non,partage_experience_symptome_non,NUM mm propulsion depuis début
519,J'ai effectuée les tests d'apnée du sommeil suite à un épuisement persistant.,partage_experience,traitement,non,partage_experience_traitement_non,effectuée test apnée sommeil suite épuisement persistant
97,"J'ai simplement contrôlé ma respiration, en la ralentissant et en évitant d'expirer sans arrêt (ce que le stress me faisait faire inconsciemment auparavant).",partage_experience,traitement,non,partage_experience_traitement_non,simplement contrôlé respiration ralentissant évitant expirer arrêt stress faisait faire inconsciemment auparavant
492,Connais tu la différence entre apnée obstructive et apnée centrale?,recherche_information,symptome,non,recherche_information_symptome_non,connais différence entre apnée obstructive apnée centrale
139,Et je ne me sens pas plus reposée.,partage_experience,symptome,negatif,partage_experience_symptome_negatif,sen pa plus reposée
278,Je me demande s’il fallait creuser sur cette piste ou si ça n’a rien à voir...,recherche_information,symptome,non,recherche_information_symptome_non,demande fallait creuser cette piste si a rien voir
646,c'est vraiment dur ca me fait peur alors quand je me reveille pour respirer je n'arrive plus à dormir parce que j'ai peur d'étouffer encore ..,partage_experience,symptome,negatif,partage_experience_symptome_negatif,vraiment dur ca fait peur alors quand reveille respirer arrive plus dormir parce peur étouffer encore
587,"..J'en doute, ou on vous à mal documenté!!!!!",partage_experience,traitement,negatif,partage_experience_traitement_negatif,doute mal documenté
953,J’ai été opéré le 21 février d’une tumeur du testicule par orchidectomie.,partage_experience,traitement,non,partage_experience_traitement_non,opéré NUM février tumeur testicule orchidectomie
641,Bref je sais plus quoi penser...,fonction_phatique,NA_CATEGORY,negatif,RARE_CLASS,bref sais plus penser
76,Il faut juste adopter une hygiène de vie un peu plus saine.,partage_experience,traitement,non,partage_experience_traitement_non,faut juste adopter hygiène vie peu plus saine
456,"Enfin bon, je fais des efforts et espère bien que tout ça va s'arranger!",partage_experience,traitement,positif,partage_experience_traitement_positif,enfin bon fais effort espère bien tout va arranger
891,"Pour lui, ses collègues ""psychotent"" et ont peur inutilement.",partage_experience,symptome,negatif,partage_experience_symptome_negatif,collègues psychotent peur inutilement
241,"Je dirais que c un pbm de conscience du corps et de transmission de l'information mais je sais absolument pas ce que ça pourrai etre exactement, les solutions...",partage_experience,diagnostique,non,partage_experience_diagnostique_non,dirais pbm conscience corp transmission information sais absolument pa pourrai etre exactement solution
11,Changement du matelas (en pensant que l'appareil PPC n'avait rien à voir).,partage_experience,traitement,non,partage_experience_traitement_non,changement matelas pensant appareil ppc rien voir
680,"Honnêtement, je ne pense pas.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,honnêtement pense pa
458,Bonjour et bienvenue au club,fonction_phatique,NA_CATEGORY,positif,fonction_phatique_NA_CATEGORY_positif,bonjour bienvenue club
494,"Comme le dit catherine, ils faut aussi voir un orthodentiste pour le probleme du palet souvent trop étroit.",partage_experience,diagnostique,non,partage_experience_diagnostique_non,comme dit catherine faut aussi voir orthodentiste probleme palet souvent trop étroit
582,Pendant l'apnée la respiration est bloquée aussi bien au niveau de la bouche que du nez puisque l'obstruction se situe au niveau du larynx en arrière de la langue.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,pendant apnée respiration bloquée aussi bien niveau bouche nez puisque obstruction situe niveau larynx arrière langue
435,je l'avais remis dans son emballage.,partage_experience,traitement,non,partage_experience_traitement_non,remis emballage
283,Donc je n’ai pas eu de réelle réponse.,partage_experience,traitement,non,partage_experience_traitement_non,pa réelle réponse
304,Je note que malgré le fait que je dors vraiment beaucoup mieux je suis nettement plus fatiguée depuis que j'utilise cet appareil et ça devient difficile à vivre.,partage_experience,symptome,non,partage_experience_symptome_non,note malgré fait dors vraiment beaucoup mieux nettement plus fatiguée depuis utilise cet appareil devient difficile vivre
946,Tout dépend bien sûr de l'état de votre système immunitaire.,partage_experience,diagnostique,non,partage_experience_diagnostique_non,tout dépend bien sûr état système immunitaire
284,"Sauf que je n’ai pas confiance en mon médecin, j’ai des problèmes au niveau de mes amygdales, angines régulières, gonflement en permanence de ces dernières, problème qui empire depuis plusieurs années et il m’a juste dit de mettre un peu d’antiseptique dans ma gorge...",partage_experience,symptome,non,partage_experience_symptome_non,sauf pa confiance médecin problèmes niveau amygdales angines régulières gonflement permanence dernières problème empire depuis plusieurs années a juste dit mettre peu antiseptique gorge
466,"Les résultats ne sont vraiment pas bon , 45 apnées par heures en moyenne !!!!!!",partage_experience,symptome,negatif,partage_experience_symptome_negatif,résultats vraiment pa bon NUM apnées heures moyenne
546,Mon mari au début de l'utilisation avait atteint des sommets en apnées.,partage_experience,symptome,non,partage_experience_symptome_non,mari début utilisation atteint sommets apnées
811,"Une petite question, sait on vraiment comment se transmet ce virus et ne limitons pas son impact , y aura il un effet boomerang dans plusieurs mois?",recherche_information,symptome,non,recherche_information_symptome_non,petite question sait vraiment comment transmet virus limitons pa impact effet boomerang plusieurs mois
371,Cet état terrible vous parle t il?,recherche_information,symptome,non,recherche_information_symptome_non,cet état terrible parle
447,hier soir j'ai mis mon masque a 23h me suis levée a 4h (wc) je ne l'avais plus et ma machine etait eteinte.....entre deux sommeil j'dois l'enlever j'pense ...j'l'ai remis jusqu'a 6h45(heure du levé) et j'ai super bien dormi.....,partage_experience,symptome,positif,partage_experience_symptome_positif,hier soir mi masque a NUM h levée a NUM h wc plus machine etait eteinte entre deux sommeil doi enlever pense remis jusqu a NUM h NUM heure levé super bien dormi
